# 派大星直播可用，TVBOX类可用
# 替换CCTV-1-综合, 中的-综合，可以在idea中使用正则表达式 -(\W+)
# 记得将CCTV-0替换为CCTV-
# 参考：http://home.jundie.top:81/Cat/tv/live.txt
# 参考：https://github.com/joy-sheng/newsboy/blob/main/iptv.m3u8
# 参考：http://tonkiang.us/
# 来自：https://xhdwc.tk/ https://xhdwc.tk/tvlive.txt
# 来自https://github.com/joy-sheng/newsboy/blob/main/iptv.m3u8

常看频道,#genre#
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2,http://219.147.3.106:4455/newlive/live/hls/2/live.m3u8
CCTV-3,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4,http://219.147.3.106:4455/newlive/live/hls/4/live.m3u8
CCTV-5,http://220.180.229.250:9901/tsfile/live/0005_1.m3u8
CCTV-5,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5+,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+,http://219.147.3.106:4455/newlive/live/hls/6/live.m3u8
CCTV-6,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-7,http://125.210.152.19:9123/live/hzgq-cctv7gq-h264.m3u8
CCTV-7,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7,http://219.147.3.106:4455/newlive/live/hls/8/live.m3u8
CCTV-8,http://125.210.152.19:9123/live/hzgq-cctv8gq-h264.m3u8
CCTV-8,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-9,http://125.210.152.19:9123/live/hzgq-cctvjlgq-h264.m3u8
CCTV-9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9,http://219.147.3.106:4455/newlive/live/hls/10/live.m3u8
CCTV-10,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
CCTV-10,http://125.210.152.19:9123/live/hzgq-cctv10gq-h264.m3u8
CCTV-10,http://219.147.3.106:4455/newlive/live/hls/11/live.m3u8
CCTV-12,http://125.210.152.19:9123/live/hzgq-cctv12gq-h264.m3u8
CCTV-13,http://125.210.152.19:9123/live/hzgq-cctvnewsgq-h264.m3u8
CCTV-13,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-14,http://125.210.152.19:9123/live/hzgq-cctvsegq-h264.m3u8
CCTV-14,http://219.147.3.106:4455/newlive/live/hls/15/live.m3u8
CCTV-14,http://219.147.3.106:4455/newlive/live/hls/13/live.m3u8
CCTV-15,http://125.210.152.19:9123/live/hzgq-cctvmusicgq-h264.m3u8
CCTV-16,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-5,http://222.244.147.16:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5,https://epg.pw/stream/a07086d0420ac12b7d34e0461250f43bfc467adc0cd59c7cc4121e7d06c26684.m3u8
CCTV-9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-13,http://120.224.178.16:9901/tsfile/live/0013_1.m3u8
CCTV-13,http://live.chunfei.top/live02/cctv.m3u8?channel=cctvnews
CCTV-5+,http://113.218.218.5:8001/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://113.218.218.5:8001/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://113.218.218.5:8001/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://61.170.164.195:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
